### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 14:29:42] Loading new learner LearnerClassifCWB
[2021-08-02 14:29:42] Loading new learner LearnerClassifHCWB
[2021-08-02 14:29:42] Loading new learner
[2021-08-02 14:29:42] Loading tasks
[2021-08-02 14:29:45] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=97]
### [bt]: Generating problem instance for problem '189866-fold5' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold5' for job 97 (seed = 31512) ...
DEBUG [14:29:51.329] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [14:29:51.425] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 4   val_auc = 0.36   
3750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 460671692   val_auc = 0.27   
3875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 476712062   val_auc = 0.27   
4000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 492823401   val_auc = 0.27   
4125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 508790879   val_auc = 0.27   
4250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 524212048   val_auc = 0.27   
4375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 540459027   val_auc = 0.27   
4500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 556413054   val_auc = 0.27   
4625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 572473595   val_auc = 0.27   
4750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 588413079   val_auc = 0.27   
4875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 604140577   val_auc = 0.27   
5000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 619393255   val_auc = 0.27   


Train 5000 iterations in 621 Seconds.
Final risk based on the train set: 0.65

DEBUG [14:40:42.795] [mlr3]  Learner 'bin_cwb_b' on task 'Task 189866: albert (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=97]
### [bt]: Calculation finished!
