### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 00:21:45] Loading new learner LearnerClassifCWB
[2021-08-02 00:21:45] Loading new learner LearnerClassifHCWB
[2021-08-02 00:21:45] Loading new learner
[2021-08-02 00:21:45] Loading tasks
[2021-08-02 00:21:48] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=16]
### [bt]: Generating problem instance for problem 'spam-fold4' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem 'spam-fold4' for job 16 (seed = 31431) ...
DEBUG [00:21:49.918] [mlr3]  Skip subsetting of task 'spam' 
DEBUG [00:21:50.001] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'spam' with 3682 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.66  oob_risk = 0.65   test_auc = 0.16   time = 2   val_auc = 0.16   
3500/5000   risk = 1  oob_risk = inf   test_auc = 0.22   time = 39402950   val_auc = 0.18   
3625/5000   risk = 1.1  oob_risk = inf   test_auc = 0.22   time = 40763267   val_auc = 0.18   
3750/5000   risk = 0.89  oob_risk = inf   test_auc = 0.21   time = 42255254   val_auc = 0.18   
3875/5000   risk = 1.2  oob_risk = inf   test_auc = 0.21   time = 43842488   val_auc = 0.17   
4000/5000   risk = 1.2  oob_risk = inf   test_auc = 0.21   time = 45498429   val_auc = 0.17   
4125/5000   risk = 1.3  oob_risk = inf   test_auc = 0.2   time = 47109548   val_auc = 0.17   
4250/5000   risk = 1.4  oob_risk = inf   test_auc = 0.2   time = 48737786   val_auc = 0.17   
4375/5000   risk = 1.4  oob_risk = inf   test_auc = 0.21   time = 50382907   val_auc = 0.17   
4500/5000   risk = 1.5  oob_risk = inf   test_auc = 0.21   time = 52027370   val_auc = 0.17   
4625/5000   risk = 1.7  oob_risk = inf   test_auc = 0.21   time = 53636367   val_auc = 0.17   
4750/5000   risk = 1.6  oob_risk = inf   test_auc = 0.21   time = 55202708   val_auc = 0.17   
4875/5000   risk = 1.6  oob_risk = inf   test_auc = 0.21   time = 56628557   val_auc = 0.17   
5000/5000   risk = 1.7  oob_risk = inf   test_auc = 0.21   time = 58220566   val_auc = 0.16   


Train 5000 iterations in 59 Seconds.
Final risk based on the train set: 1.7

DEBUG [00:22:51.580] [mlr3]  Learner 'bin_cwb_nb' on task 'spam' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=16]
### [bt]: Calculation finished!
