### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 01:22:10] Loading new learner LearnerClassifCWB
[2021-08-02 01:22:10] Loading new learner LearnerClassifHCWB
[2021-08-02 01:22:10] Loading new learner
[2021-08-02 01:22:10] Loading tasks
[2021-08-02 01:22:13] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=51]
### [bt]: Generating problem instance for problem '168335-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168335-fold1' for job 51 (seed = 31466) ...
DEBUG [01:22:16.423] [mlr3]  Skip subsetting of task 'Task 168335: MiniBooNE (Supervised Classification)' 
DEBUG [01:22:16.516] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 168335: MiniBooNE (Supervised Classification)' with 104051 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.61  oob_risk = 0.61   test_auc = 0.13   time = 8   val_auc = 0.13   
1875/5000   risk = 3.2  oob_risk = inf   test_auc = 0.055   time = 178192696   val_auc = 0.057   
2000/5000   risk = 3.9  oob_risk = inf   test_auc = 0.059   time = 189931968   val_auc = 0.062   
2125/5000   risk = 4.6  oob_risk = inf   test_auc = 0.065   time = 201717791   val_auc = 0.064   
2250/5000   risk = 4.6  oob_risk = inf   test_auc = 0.062   time = 213311361   val_auc = 0.059   
2375/5000   risk = 4.9  oob_risk = inf   test_auc = 0.059   time = 225185554   val_auc = 0.055   
2500/5000   risk = 5.8  oob_risk = inf   test_auc = 0.061   time = 237092923   val_auc = 0.059   
2625/5000   risk = inf  oob_risk = inf   test_auc = 0.063   time = 248943418   val_auc = 0.061   
2750/5000   risk = inf  oob_risk = inf   test_auc = 0.059   time = 261067431   val_auc = 0.059   
2875/5000   risk = 6.8  oob_risk = inf   test_auc = 0.054   time = 272971797   val_auc = 0.056   
3000/5000   risk = 7.4  oob_risk = inf   test_auc = 0.054   time = 284641083   val_auc = 0.056   
3125/5000   risk = 8.3  oob_risk = inf   test_auc = 0.058   time = 296675162   val_auc = 0.059   
3250/5000   risk = 9  oob_risk = inf   test_auc = 0.061   time = 308477512   val_auc = 0.061   
3375/5000   risk = 9.3  oob_risk = inf   test_auc = 0.061   time = 320572611   val_auc = 0.059   
3500/5000   risk = inf  oob_risk = inf   test_auc = 0.057   time = 332607574   val_auc = 0.056   
3625/5000   risk = inf  oob_risk = inf   test_auc = 0.056   time = 344731548   val_auc = 0.055   
3750/5000   risk = inf  oob_risk = inf   test_auc = 0.057   time = 356644608   val_auc = 0.055   
3875/5000   risk = inf  oob_risk = inf   test_auc = 0.059   time = 368758009   val_auc = 0.057   
4000/5000   risk = inf  oob_risk = inf   test_auc = 0.061   time = 381043593   val_auc = 0.06   
4125/5000   risk = inf  oob_risk = inf   test_auc = 0.06   time = 392971972   val_auc = 0.06   
4250/5000   risk = inf  oob_risk = inf   test_auc = 0.058   time = 404901296   val_auc = 0.058   
4375/5000   risk = inf  oob_risk = inf   test_auc = 0.055   time = 416828908   val_auc = 0.056   
4500/5000   risk = inf  oob_risk = inf   test_auc = 0.053   time = 428900345   val_auc = 0.054   
4625/5000   risk = inf  oob_risk = inf   test_auc = 0.054   time = 440961885   val_auc = 0.055   
4750/5000   risk = inf  oob_risk = inf   test_auc = 0.056   time = 452936617   val_auc = 0.057   
4875/5000   risk = inf  oob_risk = inf   test_auc = 0.059   time = 465212829   val_auc = 0.06   
5000/5000   risk = inf  oob_risk = inf   test_auc = 0.061   time = 477426936   val_auc = 0.062   


Train 5000 iterations in 479 Seconds.
Final risk based on the train set: inf

DEBUG [01:30:24.612] [mlr3]  Learner 'bin_cwb_nb' on task 'Task 168335: MiniBooNE (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=51]
### [bt]: Calculation finished!
