### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 14:14:51] Loading new learner LearnerClassifCWB
[2021-08-02 14:14:51] Loading new learner LearnerClassifHCWB
[2021-08-02 14:14:51] Loading new learner
[2021-08-02 14:14:51] Loading tasks
[2021-08-02 14:14:54] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=96]
### [bt]: Generating problem instance for problem '189866-fold5' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold5' for job 96 (seed = 31511) ...
DEBUG [14:14:59.910] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [14:15:00.004] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 3   val_auc = 0.36   
3125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 527509625   val_auc = 0.27   
3250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 548299412   val_auc = 0.27   
3375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 568816444   val_auc = 0.27   
3500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 589548596   val_auc = 0.27   
3625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 610327311   val_auc = 0.27   
3750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 630654467   val_auc = 0.27   
3875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 650912890   val_auc = 0.27   
4000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 671773014   val_auc = 0.27   
4125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 692301314   val_auc = 0.27   
4250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 713701540   val_auc = 0.27   
4375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 734311904   val_auc = 0.27   
4500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 755226009   val_auc = 0.27   
4625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 776366199   val_auc = 0.27   
4750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 797864033   val_auc = 0.27   
4875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 819114834   val_auc = 0.27   
5000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 839638693   val_auc = 0.27   


Train 5000 iterations in 841 Seconds.
Final risk based on the train set: 0.65

DEBUG [14:29:35.013] [mlr3]  Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=96]
### [bt]: Calculation finished!
