### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 16:27:26] Loading new learner LearnerClassifCWB
[2021-08-02 16:27:26] Loading new learner LearnerClassifHCWB
[2021-08-02 16:27:26] Loading new learner
[2021-08-02 16:27:26] Loading tasks
[2021-08-02 16:27:29] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=116]
### [bt]: Generating problem instance for problem '168908-fold4' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168908-fold4' for job 116 (seed = 31531) ...
DEBUG [16:27:30.945] [mlr3]  Skip subsetting of task 'Task 168908: christine (Supervised Classification)' 
DEBUG [16:27:31.038] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 168908: christine (Supervised Classification)' with 4334 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.68  oob_risk = 0.68   test_auc = 0.28   time = 2   val_auc = 0.3   
2500/5000   risk = 0.32  oob_risk = 0.65   test_auc = 0.2   time = 59148001   val_auc = 0.21   
2625/5000   risk = 0.32  oob_risk = 0.65   test_auc = 0.2   time = 62142731   val_auc = 0.21   
2750/5000   risk = 0.31  oob_risk = 0.65   test_auc = 0.2   time = 65057063   val_auc = 0.21   
2875/5000   risk = 0.31  oob_risk = 0.66   test_auc = 0.2   time = 67928900   val_auc = 0.21   
3000/5000   risk = 0.3  oob_risk = 0.66   test_auc = 0.2   time = 70780023   val_auc = 0.21   
3125/5000   risk = 0.29  oob_risk = 0.66   test_auc = 0.2   time = 73660238   val_auc = 0.22   
3250/5000   risk = 0.29  oob_risk = 0.67   test_auc = 0.2   time = 76592305   val_auc = 0.22   
3375/5000   risk = 0.28  oob_risk = 0.67   test_auc = 0.2   time = 79566527   val_auc = 0.22   
3500/5000   risk = 0.28  oob_risk = 0.67   test_auc = 0.2   time = 82360328   val_auc = 0.22   
3625/5000   risk = 0.27  oob_risk = 0.67   test_auc = 0.2   time = 85243365   val_auc = 0.22   
3750/5000   risk = 0.27  oob_risk = 0.68   test_auc = 0.2   time = 88127564   val_auc = 0.22   
3875/5000   risk = 0.26  oob_risk = 0.68   test_auc = 0.2   time = 90939473   val_auc = 0.22   
4000/5000   risk = 0.26  oob_risk = 0.68   test_auc = 0.2   time = 93761068   val_auc = 0.22   
4125/5000   risk = 0.26  oob_risk = 0.69   test_auc = 0.2   time = 96776020   val_auc = 0.22   
4250/5000   risk = 0.25  oob_risk = 0.69   test_auc = 0.2   time = 99612729   val_auc = 0.22   
4375/5000   risk = 0.25  oob_risk = 0.69   test_auc = 0.2   time = 102419173   val_auc = 0.22   
4500/5000   risk = 0.24  oob_risk = 0.7   test_auc = 0.2   time = 105365538   val_auc = 0.22   
4625/5000   risk = 0.24  oob_risk = 0.7   test_auc = 0.2   time = 108252712   val_auc = 0.22   
4750/5000   risk = 0.24  oob_risk = 0.7   test_auc = 0.2   time = 111078237   val_auc = 0.22   
4875/5000   risk = 0.23  oob_risk = 0.7   test_auc = 0.2   time = 114045827   val_auc = 0.22   
5000/5000   risk = 0.23  oob_risk = 0.71   test_auc = 0.2   time = 116915213   val_auc = 0.22   


Train 5000 iterations in 118 Seconds.
Final risk based on the train set: 0.23

DEBUG [16:29:57.732] [mlr3]  Learner 'bin_cwb_nb' on task 'Task 168908: christine (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=116]
### [bt]: Calculation finished!
