### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 15:42:47] Loading new learner LearnerClassifCWB
[2021-08-02 15:42:47] Loading new learner LearnerClassifHCWB
[2021-08-02 15:42:47] Loading new learner
[2021-08-02 15:42:47] Loading tasks
[2021-08-02 15:42:51] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=102]
### [bt]: Generating problem instance for problem '168908-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168908-fold1' for job 102 (seed = 31517) ...
DEBUG [15:42:52.758] [mlr3]  Skip subsetting of task 'Task 168908: christine (Supervised Classification)' 
DEBUG [15:42:52.853] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 168908: christine (Supervised Classification)' with 4334 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.68  oob_risk = 0.68   test_auc = 0.26   time = 4   val_auc = 0.3   
3500/5000   risk = 0.27  oob_risk = 0.66   test_auc = 0.21   time = 53275115   val_auc = 0.21   
3625/5000   risk = 0.27  oob_risk = 0.67   test_auc = 0.22   time = 55284369   val_auc = 0.21   
3750/5000   risk = 0.26  oob_risk = 0.67   test_auc = 0.22   time = 57275086   val_auc = 0.21   
3875/5000   risk = 0.26  oob_risk = 0.67   test_auc = 0.22   time = 59206574   val_auc = 0.21   
4000/5000   risk = 0.25  oob_risk = 0.68   test_auc = 0.22   time = 61071200   val_auc = 0.21   
4125/5000   risk = 0.25  oob_risk = 0.68   test_auc = 0.22   time = 63102665   val_auc = 0.21   
4250/5000   risk = 0.24  oob_risk = 0.68   test_auc = 0.22   time = 65096055   val_auc = 0.21   
4375/5000   risk = 0.24  oob_risk = 0.68   test_auc = 0.22   time = 67057409   val_auc = 0.22   
4500/5000   risk = 0.24  oob_risk = 0.69   test_auc = 0.22   time = 68916821   val_auc = 0.22   
4625/5000   risk = 0.23  oob_risk = 0.69   test_auc = 0.22   time = 70745371   val_auc = 0.22   
4750/5000   risk = 0.23  oob_risk = 0.69   test_auc = 0.22   time = 72752106   val_auc = 0.22   
4875/5000   risk = 0.22  oob_risk = 0.7   test_auc = 0.22   time = 74866931   val_auc = 0.22   
5000/5000   risk = 0.22  oob_risk = 0.7   test_auc = 0.22   time = 76904567   val_auc = 0.22   


Train 5000 iterations in 78 Seconds.
Final risk based on the train set: 0.22

DEBUG [15:44:38.223] [mlr3]  Learner 'bin_cwb_b' on task 'Task 168908: christine (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=102]
### [bt]: Calculation finished!
