### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 01:12:28] Loading new learner LearnerClassifCWB
[2021-08-02 01:12:28] Loading new learner LearnerClassifHCWB
[2021-08-02 01:12:28] Loading new learner
[2021-08-02 01:12:28] Loading tasks
[2021-08-02 01:12:31] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=46]
### [bt]: Generating problem instance for problem '7592-fold5' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '7592-fold5' for job 46 (seed = 31461) ...
DEBUG [01:12:32.685] [mlr3]  Skip subsetting of task 'Task 7592: adult (Supervised Classification)' 
DEBUG [01:12:32.767] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 7592: adult (Supervised Classification)' with 39074 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
Warning in checkCores(task, self$param_set$values$ncores) :
  Number of cores 30 exceeds number of features 14. The number of cores are set to 14!
   1/5000   risk = 0.53  oob_risk = 0.54   test_auc = 0.23   time = 3   val_auc = 0.22   
4625/5000   risk = inf  oob_risk = inf   test_auc = 0.16   time = 112329278   val_auc = 0.17   
4750/5000   risk = inf  oob_risk = inf   test_auc = 0.17   time = 115804306   val_auc = 0.17   
4875/5000   risk = inf  oob_risk = inf   test_auc = 0.18   time = 119363145   val_auc = 0.19   
5000/5000   risk = inf  oob_risk = inf   test_auc = 0.2   time = 122859703   val_auc = 0.2   


Train 5000 iterations in 124 Seconds.
Final risk based on the train set: inf

DEBUG [01:14:40.754] [mlr3]  Learner 'bin_cwb_nb' on task 'Task 7592: adult (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=46]
### [bt]: Calculation finished!
