### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 00:09:47] Loading new learner LearnerClassifCWB
[2021-08-02 00:09:47] Loading new learner LearnerClassifHCWB
[2021-08-02 00:09:47] Loading new learner
[2021-08-02 00:09:47] Loading tasks
[2021-08-02 00:09:50] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6]
### [bt]: Generating problem instance for problem 'spam-fold2' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem 'spam-fold2' for job 6 (seed = 31421) ...
DEBUG [00:09:51.729] [mlr3]  Skip subsetting of task 'spam' 
DEBUG [00:09:51.811] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'spam' with 3680 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.2   time = 2   val_auc = 0.15   
3000/5000   risk = 0.49  oob_risk = inf   test_auc = 0.15   time = 35659843   val_auc = 0.16   
3125/5000   risk = 0.69  oob_risk = inf   test_auc = 0.15   time = 37266097   val_auc = 0.15   
3250/5000   risk = 0.62  oob_risk = inf   test_auc = 0.14   time = 38852218   val_auc = 0.16   
3375/5000   risk = 0.65  oob_risk = inf   test_auc = 0.15   time = 40412974   val_auc = 0.16   
3500/5000   risk = 0.88  oob_risk = inf   test_auc = 0.15   time = 42130403   val_auc = 0.17   
3625/5000   risk = 1.2  oob_risk = inf   test_auc = 0.15   time = 43566668   val_auc = 0.17   
3750/5000   risk = 0.98  oob_risk = inf   test_auc = 0.14   time = 45104398   val_auc = 0.16   
3875/5000   risk = 1  oob_risk = inf   test_auc = 0.13   time = 46667267   val_auc = 0.17   
4000/5000   risk = 1.2  oob_risk = inf   test_auc = 0.12   time = 48429168   val_auc = 0.16   
4125/5000   risk = 1.4  oob_risk = inf   test_auc = 0.12   time = 50025776   val_auc = 0.16   
4250/5000   risk = 1.4  oob_risk = inf   test_auc = 0.13   time = 51716680   val_auc = 0.16   
4375/5000   risk = 1.2  oob_risk = inf   test_auc = 0.14   time = 53440241   val_auc = 0.16   
4500/5000   risk = 1.4  oob_risk = inf   test_auc = 0.14   time = 55301338   val_auc = 0.16   
4625/5000   risk = 1.7  oob_risk = inf   test_auc = 0.15   time = 56992459   val_auc = 0.16   
4750/5000   risk = 1.5  oob_risk = inf   test_auc = 0.15   time = 58718012   val_auc = 0.16   
4875/5000   risk = 1.4  oob_risk = inf   test_auc = 0.15   time = 60469822   val_auc = 0.16   
5000/5000   risk = 1.3  oob_risk = inf   test_auc = 0.15   time = 62155035   val_auc = 0.16   


Train 5000 iterations in 63 Seconds.
Final risk based on the train set: 1.3

DEBUG [00:10:57.628] [mlr3]  Learner 'bin_cwb_nb' on task 'spam' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=6]
### [bt]: Calculation finished!
