### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 00:55:23] Loading new learner LearnerClassifCWB
[2021-08-02 00:55:23] Loading new learner LearnerClassifHCWB
[2021-08-02 00:55:23] Loading new learner
[2021-08-02 00:55:23] Loading tasks
[2021-08-02 00:55:26] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=37]
### [bt]: Generating problem instance for problem '7592-fold3' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '7592-fold3' for job 37 (seed = 31452) ...
DEBUG [00:55:27.615] [mlr3]  Skip subsetting of task 'Task 7592: adult (Supervised Classification)' 
DEBUG [00:55:27.698] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 7592: adult (Supervised Classification)' with 39074 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
Warning in checkCores(task, self$param_set$values$ncores) :
  Number of cores 30 exceeds number of features 14. The number of cores are set to 14!
   1/5000   risk = 0.53  oob_risk = 0.54   test_auc = 0.22   time = 3   val_auc = 0.22   
3000/5000   risk = 15  oob_risk = 15   test_auc = 0.17   time = 54505572   val_auc = 0.17   
3125/5000   risk = 16  oob_risk = inf   test_auc = 0.16   time = 57105529   val_auc = 0.17   
3250/5000   risk = inf  oob_risk = inf   test_auc = 0.15   time = 59612671   val_auc = 0.16   
3375/5000   risk = inf  oob_risk = inf   test_auc = 0.15   time = 61975488   val_auc = 0.16   
3500/5000   risk = inf  oob_risk = inf   test_auc = 0.17   time = 64430514   val_auc = 0.17   
3625/5000   risk = inf  oob_risk = inf   test_auc = 0.19   time = 66938109   val_auc = 0.19   
3750/5000   risk = inf  oob_risk = inf   test_auc = 0.19   time = 69626878   val_auc = 0.19   
3875/5000   risk = inf  oob_risk = inf   test_auc = 0.17   time = 72484586   val_auc = 0.17   
4000/5000   risk = inf  oob_risk = inf   test_auc = 0.15   time = 75172638   val_auc = 0.15   
4125/5000   risk = inf  oob_risk = inf   test_auc = 0.14   time = 77941614   val_auc = 0.15   
4250/5000   risk = inf  oob_risk = inf   test_auc = 0.16   time = 80757070   val_auc = 0.16   
4375/5000   risk = inf  oob_risk = inf   test_auc = 0.18   time = 83440885   val_auc = 0.18   
4500/5000   risk = inf  oob_risk = inf   test_auc = 0.19   time = 86438740   val_auc = 0.2   
4625/5000   risk = inf  oob_risk = inf   test_auc = 0.19   time = 89165329   val_auc = 0.2   
4750/5000   risk = inf  oob_risk = inf   test_auc = 0.18   time = 92072973   val_auc = 0.19   
4875/5000   risk = inf  oob_risk = inf   test_auc = 0.18   time = 94761990   val_auc = 0.18   
5000/5000   risk = inf  oob_risk = inf   test_auc = 0.18   time = 97351860   val_auc = 0.18   


Train 5000 iterations in 99 Seconds.
Final risk based on the train set: inf

DEBUG [00:57:10.122] [mlr3]  Learner 'bin_cwb_b' on task 'Task 7592: adult (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=37]
### [bt]: Calculation finished!
