### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 02:37:57] Loading new learner LearnerClassifCWB
[2021-08-02 02:37:57] Loading new learner LearnerClassifHCWB
[2021-08-02 02:37:57] Loading new learner
[2021-08-02 02:37:57] Loading tasks
[2021-08-02 02:38:01] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=62]
### [bt]: Generating problem instance for problem '168335-fold3' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168335-fold3' for job 62 (seed = 31477) ...
DEBUG [02:38:03.976] [mlr3]  Skip subsetting of task 'Task 168335: MiniBooNE (Supervised Classification)' 
DEBUG [02:38:04.068] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 168335: MiniBooNE (Supervised Classification)' with 104051 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.61  oob_risk = 0.61   test_auc = 0.13   time = 3   val_auc = 0.13   
1750/5000   risk = 2.6  oob_risk = inf   test_auc = 0.063   time = 100646313   val_auc = 0.061   
1875/5000   risk = 3.3  oob_risk = inf   test_auc = 0.064   time = 108007051   val_auc = 0.064   
2000/5000   risk = 3.6  oob_risk = inf   test_auc = 0.061   time = 115150423   val_auc = 0.061   
2125/5000   risk = 4  oob_risk = inf   test_auc = 0.061   time = 122782467   val_auc = 0.06   
2250/5000   risk = 4.7  oob_risk = inf   test_auc = 0.062   time = 129960374   val_auc = 0.061   
2375/5000   risk = 5.2  oob_risk = inf   test_auc = 0.06   time = 137755028   val_auc = 0.059   
2500/5000   risk = 5.7  oob_risk = inf   test_auc = 0.059   time = 145198288   val_auc = 0.058   
2625/5000   risk = 6.3  oob_risk = inf   test_auc = 0.06   time = 152811829   val_auc = 0.058   
2750/5000   risk = 6.6  oob_risk = inf   test_auc = 0.058   time = 160525852   val_auc = 0.056   
2875/5000   risk = 7.1  oob_risk = inf   test_auc = 0.057   time = 168120609   val_auc = 0.057   
3000/5000   risk = 7.8  oob_risk = inf   test_auc = 0.059   time = 176229408   val_auc = 0.06   
3125/5000   risk = 8.4  oob_risk = inf   test_auc = 0.06   time = 183981890   val_auc = 0.062   
3250/5000   risk = 8.8  oob_risk = inf   test_auc = 0.06   time = 191567132   val_auc = 0.06   
3375/5000   risk = 9.1  oob_risk = inf   test_auc = 0.057   time = 199140926   val_auc = 0.057   
3500/5000   risk = inf  oob_risk = inf   test_auc = 0.056   time = 207139675   val_auc = 0.055   
3625/5000   risk = inf  oob_risk = inf   test_auc = 0.056   time = 214541026   val_auc = 0.055   
3750/5000   risk = inf  oob_risk = inf   test_auc = 0.057   time = 222132347   val_auc = 0.056   
3875/5000   risk = inf  oob_risk = inf   test_auc = 0.059   time = 229826566   val_auc = 0.058   
4000/5000   risk = inf  oob_risk = inf   test_auc = 0.06   time = 237549862   val_auc = 0.059   
4125/5000   risk = inf  oob_risk = inf   test_auc = 0.06   time = 245364025   val_auc = 0.058   
4250/5000   risk = inf  oob_risk = inf   test_auc = 0.057   time = 253212892   val_auc = 0.056   
4375/5000   risk = inf  oob_risk = inf   test_auc = 0.055   time = 261108265   val_auc = 0.054   
4500/5000   risk = inf  oob_risk = inf   test_auc = 0.055   time = 269020059   val_auc = 0.056   
4625/5000   risk = inf  oob_risk = inf   test_auc = 0.058   time = 276869805   val_auc = 0.059   
4750/5000   risk = inf  oob_risk = inf   test_auc = 0.062   time = 284576713   val_auc = 0.063   
4875/5000   risk = inf  oob_risk = inf   test_auc = 0.064   time = 292561999   val_auc = 0.065   
5000/5000   risk = inf  oob_risk = inf   test_auc = 0.062   time = 300530921   val_auc = 0.063   


Train 5000 iterations in 302 Seconds.
Final risk based on the train set: inf

DEBUG [02:43:14.444] [mlr3]  Learner 'bin_cwb_b' on task 'Task 168335: MiniBooNE (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=62]
### [bt]: Calculation finished!
